appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
364390,Downfall,2016-02-15,1,Harvester Games,Screen 7,windows,18,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Horror,30,522,37,0,0,20000-50000,7.19
637850,Confess My Love,2017-05-27,1,LR Studio,LR Studio,windows,0,Single-player;Steam Achievements;Partial Controller Support,Adventure;Free to Play;Indie;RPG,Free to Play;RPG;Anime,21,3357,209,308,308,200000-500000,0.0
374170,Sniper Tactical,2016-01-08,1,fragOut Studio,BlackFoot Studios,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Action;Casual;Indie;Early Access,Early Access;Action;Indie,11,15,15,0,0,0-20000,3.99
960190,Maytroid. I swear it's a nice game too,2018-12-11,1,PixelGreeds,PixelGreeds,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie,Sexual Content;Action;Nudity,11,63,16,0,0,0-20000,1.69
674160,Slasher VR,2017-10-04,1,Listener Online II Inc,Listener Online II Inc,windows,0,Single-player,Sexual Content;Violent;Action,Action;Sexual Content;Violent,0,2,2,0,0,0-20000,0.79
665180,Dark Elf,2017-08-03,1,ONEONE1,Paradise Project,windows,0,Single-player;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,Sexual Content;Nudity;Mature,0,2421,276,234,251,200000-500000,2.79
650340,TublerVR,2018-10-29,1,Reto Kolly,SiliconWetware,windows,0,Single-player,Action;Adventure;Casual;Indie;Simulation;Strategy,Strategy;Action;Indie,0,0,2,0,0,0-20000,10.99
337940,X-note,2015-01-16,1,Zeiva Inc,Zeiva Inc,windows,0,Single-player;Steam Trading Cards,Adventure;Casual;Indie;Simulation,Visual Novel;Anime;Adventure,0,84,18,1084,1084,20000-50000,11.39
402390,Hyperdrive Massacre,2015-10-12,1,34BigThings srl,34BigThings srl;Digital Tribe,windows;mac;linux,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Casual;Indie,Action;Indie;Local Multiplayer,34,106,88,203,248,500000-1000000,6.99
404770,SUPERFIGHT,2016-07-21,1,Pipeworks Studios,Pipeworks Studios,windows,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;In-App Purchases,Casual;Indie;Strategy,Card Game;Multiplayer;Casual,77,209,122,402,402,50000-100000,6.99
816220,Analistica Academy,2018-04-06,1,Epic Works,Top Hat Studios Inc,windows;mac;linux,0,Single-player,Sexual Content;Nudity;Casual,Sexual Content;Nudity;Casual,0,3,4,0,0,0-20000,5.79
955640,Go Outside Simulator,2018-11-15,1,Aaron DeVries,SimRed,windows,0,Single-player,Casual;Indie;Simulation;Early Access,Early Access;Indie;Casual,0,13,0,0,0,0-20000,0.79
914630,Wolf: The Evolution Story,2018-08-21,1,Foxie Ventures,App Business Ventures LLC,windows,0,Single-player;Multi-player;Online Multi-Player;MMO;Cross-Platform Multiplayer,Action;Adventure;Casual;Massively Multiplayer;RPG;Simulation,RPG;Massively Multiplayer;Simulation,0,3,4,0,0,0-20000,11.39
6840,Commandos 3: Destination Berlin,2007-03-15,1,Pyro Studios,Kalypso Media Digital,windows,0,Single-player;Multi-player;Co-op,Action,Strategy;Action;Tactical,0,421,265,14,20,500000-1000000,3.99
622920,P-Walker's Simulation,2017-05-24,1,BrainStrainStudios,BrainStrainStudios,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Nudity;Violent;Action;Adventure;Indie;Racing;Simulation;Early Access,Early Access;Action;Adventure,4,32,34,249,249,20000-50000,1.99
734750,PickCrafter,2017-12-14,1,Fiveamp,Fiveamp,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases;Steam Leaderboards,Casual;Free to Play;Simulation,Free to Play;Clicker;Casual,93,1041,268,439,803,200000-500000,0.0
984020,Super Ninja Meow Cat,2019-02-21,1,Angel D,GameAtomic,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support,Action;Indie,Action;Indie;Platformer,16,6,1,0,0,0-20000,1.69
1046530,Universe 24,2019-04-23,1,Allsvinn,Allsvinn,windows,0,Single-player;Partial Controller Support;Steam Cloud,Action;Indie,Action;Indie;Gore,0,3,1,0,0,0-20000,5.79
368780,President for a Day - Corruption,2015-08-05,1,Serious Games Interactive,Serious Games Interactive,windows;mac,0,Single-player;Steam Achievements,Casual;Indie;Strategy,Casual;Indie;Strategy,5,24,24,0,0,20000-50000,1.99
224460,Contrast,2013-11-15,1,Compulsion Games,Focus Home Interactive,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Female Protagonist;Noir;Indie,22,4028,415,91,91,200000-500000,8.49
489140,Mr. Shifty,2017-04-13,1,Team Shifty,tinyBuild,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie,Action;Indie;Adventure,14,862,128,87,151,50000-100000,10.99
918990,Gladio,2018-09-20,1,4188,4188,windows,0,Single-player,Action;Indie,Gore;Violent;Action,0,23,5,0,0,0-20000,2.09
999930,Fantasy Sino-Japanese War 幻想甲午,2019-01-11,1,张八万工作室,张八万工作室,windows,0,Single-player;Partial Controller Support;Steam Cloud,Indie;RPG;Strategy;Early Access,Early Access;Strategy;RPG,0,2,0,0,0,0-20000,6.19
922920,Knights of Tartarus,2019-04-19,1,StelloHexis,StelloHexis,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Indie;RPG;Strategy,RPG;Indie;Strategy,12,17,3,0,0,0-20000,10.29
1002560,Tiny Snow,2019-02-27,0,#workshop,NVLMaker,windows,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie,Adventure;Indie;Casual,9,653,29,0,0,0-20000,2.89
715840,PooSky,2017-10-11,1,CSM;Excellente23,W.T.B.,windows,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Aliens,20,29,23,0,0,0-20000,1.69
201230,EverQuest II,2011-12-07,1,Daybreak Game Company,Daybreak Game Company,windows,0,Multi-player;MMO,Free to Play;Massively Multiplayer;RPG,Free to Play;RPG;Massively Multiplayer,0,846,319,548,604,500000-1000000,0.0
517280,ZEscape,2018-07-20,1,Madhouse Software,Madhouse Software,windows,0,Online Multi-Player;Steam Achievements;Steam Cloud,Action;Adventure;Early Access,Early Access;Action;Adventure,5,13,6,0,0,0-20000,10.99
866510,!AnyWay!,2018-06-06,1,GQG DEVELOPER;SGS,GQG PUBLISHER,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Adventure;Indie,Adventure;Indie;Casual,4997,46,22,213,213,50000-100000,1.69
562680,The Wizards Who Fell In A Hole,2016-12-09,1,Battenberg Software,Battenberg Software,windows;mac;linux,0,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Casual;Indie,Indie;Casual;Action,16,6,0,0,0,0-20000,1.59
308270,Buzz Aldrin's Space Program Manager,2014-10-31,1,Polar Motion,Slitherine Ltd.,windows;mac,0,Single-player;Multi-player;Steam Trading Cards,Simulation;Strategy,Simulation;Strategy;Space,19,279,68,0,0,0-20000,22.99
603810,A Girls Fabric Face,2017-03-10,1,Stanislaw Truchowski,TurnVex,windows,0,Single-player;Steam Achievements,Adventure;Indie,Adventure;Indie;Horror,9,67,12,52,52,0-20000,1.99
271240,Offworld Trading Company - Free Multiplayer,2016-04-28,1,Mohawk Games,Stardock Entertainment,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Includes level editor,Indie;Simulation;Strategy,Strategy;Economy;RTS,256,2810,966,237,255,500000-1000000,0.0
297450,Zombies on a Plane,2016-03-25,1,Shangri-La Game Studios Ltd,1C Entertainment,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;VR Support;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Zombies,9,99,69,0,0,20000-50000,3.99
1060170,Azurael's Circle: Chapter 4,2019-04-22,1,Jordan Allen,Jordan Allen,windows,0,Single-player,Adventure;Indie,Adventure;Indie;Horror,0,3,0,0,0,0-20000,1.69
412170,City of Chains,2015-12-08,1,Astronomic Games,New Reality Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie;RPG;Strategy,Indie;RPG;Adventure,52,207,64,253,265,200000-500000,5.99
949960,Best Life Simulator,2018-11-23,1,Khramov Serhii;Pohrebnyi Dmytro,Balance,windows;mac,0,Single-player,Adventure;Indie;RPG;Simulation;Strategy,Strategy;Indie;Simulation,0,16,8,0,0,0-20000,1.69
341510,Crayon Chronicles,2015-03-02,1,Outer Grid Games LLC,Outer Grid Games LLC,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Casual;Indie;RPG,RPG;Indie;Casual,42,36,11,0,0,0-20000,2.79
801040,Poly Universe,2018-07-20,1,Pouchmouse,Pouchmouse,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud;Stats,Indie;Simulation;Strategy;Early Access,Early Access;Strategy;Simulation,4,65,8,0,0,0-20000,7.19
582620,Copoka,2017-02-15,1,Inaccurate Interactive,Guru Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Casual;Indie,Casual;Indie;Atmospheric,12,141,37,220,220,20000-50000,3.99
364940,Pony World 3,2015-04-27,1,Rhema Press,Play sp. z o. o.,windows,0,Single-player,Casual;Indie,Horses;Casual;Family Friendly,0,207,94,0,0,0-20000,3.99
548230,SPINGUN,2016-11-11,1,Fermenter Games,Fermenter Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Casual;Indie,Action;Casual;Indie,26,60,10,0,0,0-20000,1.59
391000,Farm Frenzy Collection,2015-08-21,1,Alawar Entertainment,Buka Entertainment,windows,0,Single-player;Steam Trading Cards,Adventure;Casual;Indie;Simulation;Strategy,Casual;Strategy;Indie,0,50,4,0,0,0-20000,14.99
904570,TOK,2018-11-15,1,Crew Lab,Crew Lab,windows,0,Single-player;Steam Achievements,Casual;Indie,Casual;Indie;Puzzle,72,76,4,0,0,0-20000,0.79
511330,Farm Life: Natures Adventure,2016-08-23,1,BlockheadGames,BlockheadGames,windows;mac;linux,0,Single-player;Online Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Casual;Indie;Simulation,Casual;Indie;Adventure,20,9,12,181,181,50000-100000,0.79
238050,The Apogee Throwback Pack,2013-07-01,1,Interceptor Entertainment,Apogee Software,windows;mac,16,Single-player,Action,Action;FPS;Classic,0,198,20,37,37,100000-200000,6.99
552870,aMAZEing adventures,2017-12-21,1,Ascendant Studio,Ascendant Studio,windows,0,Single-player;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Adventure;Casual;Indie,16,4,5,0,0,0-20000,2.89
32770,Joint Operations: Combined Arms Gold,2009-09-29,1,NovaLogic,NovaLogic;THQ Nordic,windows,0,Single-player;Multi-player;Co-op,Action,Action;Multiplayer;FPS,0,121,17,0,0,0-20000,14.99
403880,MotoGP™15 Compact,2015-12-10,1,Milestone S.r.l.,Milestone S.r.l.,windows,0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud,Racing;Simulation;Sports,Racing;Simulation;Sports,10,54,43,126,126,0-20000,6.99
1017100,Territory Idle,2019-03-05,1,Aleksandr Golovkin,Aleksandr Golovkin,windows,0,Single-player;Steam Achievements;In-App Purchases;Steam Cloud,Free to Play;Indie;Strategy;Early Access,Early Access;Free to Play;Clicker,100,68,19,0,0,0-20000,0.0
867920,Tales of Mahabharata,2018-08-14,1,Black Banshee Studios,Black Banshee Studios,windows,0,Single-player,Action;Adventure;Casual;Indie;RPG,RPG;Action;Adventure,0,1,0,0,0,0-20000,3.99
496650,Antihorror,2016-07-27,1,HFM Games,HFM Games,windows;mac;linux,0,Single-player;Steam Trading Cards,Action;Indie,Action;Indie;Horror,0,99,27,0,0,0-20000,0.79
428350,Fear Equation,2016-01-15,1,Screwfly Studios,Screwfly Studios,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;RPG;Simulation;Strategy,Strategy;RPG;Simulation,38,57,11,0,0,0-20000,11.39
314570,The Sun at Night,2014-08-01,1,Minicore Studios,Minicore Studios,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie,Action;Indie;Adventure,23,20,21,126,126,0-20000,3.99
424830,Bell Ringer,2016-03-18,1,Night Node Software,Night Node Software,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie,Indie;Action;Platformer,15,97,309,183,205,200000-500000,4.99
395400,Freedom Cry,2015-09-04,1,Warfare Studios,Warfare Studios,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie;RPG,Adventure;Indie;Casual,5,17,18,0,0,0-20000,3.99
566640,DinoFense,2016-12-23,1,Team 6,Blue Goji,windows,0,Single-player;Full controller support,Action;Casual;Indie;Strategy,Action;Indie;Casual,0,1,0,0,0,0-20000,10.99
724390,Rigid Force Alpha,2018-08-31,1,com8com1 Software,com8com1 Software,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Shoot 'Em Up,40,43,9,0,0,0-20000,15.49
1001910,Fused,2019-03-08,1,Ironsmith Studios Ltd,Ironsmith Studios Ltd,windows,0,Single-player;Partial Controller Support,Casual;Indie,Indie;Casual;Puzzle,0,6,0,0,0,0-20000,6.99
373670,Arkhelom 3D,2015-05-29,1,DreamsSoftGames,DreamsSoftGames,windows,0,Single-player,Action;Casual;Indie,Action;Indie;Casual,0,16,20,0,0,0-20000,2.79
719370,ELE BLAZE,2017-10-10,1,Pixel Guy,Pixel Guy,windows,0,Single-player;Steam Achievements,Action,Action;Adventure;Side Scroller,28,1,1,0,0,0-20000,2.89
251810,Leadwerks Game Engine,2014-01-06,1,Leadwerks Software,Leadwerks Software,windows,0,Single-player;Steam Achievements;Steam Workshop;In-App Purchases;Partial Controller Support;Includes level editor,Animation & Modeling;Design & Illustration;Education;Software Training;Utilities,Animation & Modeling;Game Development;Design & Illustration,3,211,77,0,0,20000-50000,78.99
854670,HEROES TRIALS,2018-06-20,1,Shinyuden,Shinyuden,windows;mac,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;RPG,Adventure;Action;RPG,16,3,0,0,0,0-20000,4.79
267610,Woodcutter Simulator 2013,2013-12-19,1,United Independent Entertainment GmbH,United Independent Entertainment GmbH,windows,0,Single-player;Multi-player;Steam Cloud,Simulation,Simulation,0,145,386,34,34,50000-100000,5.79
862190,Footy Ball Tournament 2018,2018-06-14,1,Heroic Games Studio,Heroic Games Studio,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Action;Indie;Simulation;Sports;Strategy,Sports;Action;Strategy,24,0,1,0,0,0-20000,3.99
955230,Shadows Light RPG,2018-10-25,1,Garnudo Games,Garnudo Games,windows,0,Single-player,Adventure;Indie;RPG,Adventure;RPG;Indie,0,0,2,0,0,0-20000,1.69
434730,Half Dead,2016-08-01,1,Room710Games,Room710Games,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop,Action;Adventure,Multiplayer;Adventure;Survival,18,2174,560,53,53,200000-500000,1.59
620170,Icarus Starship Command Simulator,2017-05-26,1,Midwest Video Games,Midwest Video Games,windows,0,Single-player;Steam Achievements,Action;Indie;Simulation;Strategy,Strategy;Indie;Action,24,33,5,0,0,0-20000,2.79
248610,Door Kickers,2014-10-20,1,KillHouse Games,KillHouse Games,windows;mac;linux,0,Single-player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Action;Indie;Simulation;Strategy,Tactical;Strategy;Top-Down,43,5834,349,366,483,500000-1000000,14.99
347950,Palace of Cards,2017-12-14,1,Spiele-Palast GmbH,Spiele-Palast GmbH,windows;mac,0,Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;In-App Purchases,Casual;Free to Play;Indie;Strategy,Card Game;Free to Play;Casual,0,35,26,9,18,20000-50000,0.0
1017800,AirShock,2019-02-24,1,UA Games,NEBOCRY INTERACTIVE,windows,0,Single-player;Co-op;Shared/Split Screen;Steam Achievements,Action;Indie;Strategy,Action;Strategy;Indie,9,1,1,0,0,0-20000,2.09
652120,Humble Abode,2017-06-27,1,Venomyth Game Studio,Venomyth Game Studio,windows,0,Single-player,Adventure;Indie,Adventure;Indie;RPGMaker,0,3,1,0,0,0-20000,0.79
413710,Blood and Gold: Caribbean!,2015-12-10,1,Snowbird Games,Snowbird Games,windows,0,Single-player;Multi-player;Steam Trading Cards;Steam Workshop;Steam Cloud,Action;Adventure;Indie;RPG;Strategy,Pirates;Naval;RPG,39,548,379,0,0,50000-100000,14.99
403190,Planetbase,2015-10-15,1,Madruga Works,Madruga Works,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop,Indie;Simulation;Strategy,City Builder;Base-Building;Space,30,4171,1267,1069,1346,200000-500000,15.49
652470,Hex Tunnel,2017-07-04,1,Owlgorithm,Owlgorithm LLC,windows,0,Single-player;Full controller support,Indie,Indie;VR;Great Soundtrack,0,1,4,0,0,0-20000,3.99
1042460,Newt's Voyage,2019-03-15,1,Gear Learning,Gear Learning,windows;mac,0,Single-player,Action;Casual;Simulation,Action;Casual;Simulation,0,8,1,0,0,0-20000,0.0
953700,I'm an adventurer,2018-10-23,1,CHOU CHENG LU,CHOU CHENG LU,windows,0,Single-player;Steam Achievements,Adventure;Casual;Indie;RPG;Simulation;Strategy,Adventure;RPG;Simulation,14,22,1,0,0,0-20000,2.09
830620,Storm of Jigsaw Puzzles,2018-10-17,1,AppleCoffee,AppleCoffee,windows,0,Single-player;Steam Achievements;Steam Workshop;Steam Cloud;Steam Leaderboards,Casual;Indie;Simulation;Strategy,Casual;Indie;Simulation,6,5,1,0,0,0-20000,7.19
283370,Marine Sharpshooter II: Jungle Warfare,2014-04-03,1,Jarhead Games,Funbox Media Ltd,windows,0,Single-player,Action,Action;FPS;Sniper,0,171,364,0,0,100000-200000,2.09
302730,Namariel Legends: Iron Lord Premium Edition,2014-07-09,1,Shaman Games Studio,PlayRIX,windows;mac;linux,0,Single-player,Adventure;Casual,Adventure;Casual;Point & Click,0,72,15,0,0,50000-100000,4.99
395550,Operation Hardcore,2016-12-28,1,Cosmocat,Cosmocat,windows;mac,0,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Action;Indie;Adventure,23,18,0,0,0,0-20000,4.79
545700,The Land of Dasthir,2017-01-09,1,RPG Video,Back To Basics Gaming,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie;RPG,Adventure;Indie;RPG,1,29,53,219,228,100000-200000,0.79
968210,Predicate,2018-11-16,1,Radio 13 Games,Radio 13 Games,windows,0,Single-player;Steam Achievements;Full controller support,Action;Indie,Action;Indie;Difficult,20,4,0,0,0,0-20000,7.19
289300,Faces of War,2014-04-16,1,Best Way,1C Entertainment,windows,0,Single-player;Multi-player;Steam Cloud;Includes level editor,Action;Simulation;Strategy,Strategy;World War II;Action,0,485,78,0,0,20000-50000,3.99
654940,RXE,2017-07-21,1,Buce Studios LLC,Buce Studios LLC,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Steam Cloud,Indie;Simulation;Early Access,Early Access;Indie;Simulation,2,1,3,0,0,0-20000,4.79
654260,旧手表 - Old Watch,2017-12-20,0,灰烬天国,灰烬天国,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie,Indie;Casual;Visual Novel,8,395,67,0,0,0-20000,7.19
370200,Two Steps Back,2015-08-06,1,Kristen Cheely,Kristen Cheely ,windows,0,Single-player;Steam Trading Cards,Casual;Indie,Indie;Casual;Visual Novel,0,8,12,0,0,0-20000,1.99
570680,Zork: Grand Inquisitor,2017-04-18,1,Activision,Activision,windows,0,Single-player,Adventure,Adventure;Point & Click,0,14,0,0,0,0-20000,4.79
